MARKET_PLACE,Product_code,Segment,Customer_Site_ID
GREATER CAPITAL,D3,Seg 1-3,116
NORTH FLORIDA,D3,Seg 1-3,174
NORTH FLORIDA,A5,Seg 4-6,255
NORTH FLORIDA,F1,Seg 1-3,465
GREATER CAPITAL,D3,Seg 1-3,505
NORTH FLORIDA,D1,Seg 1-3,630
GREATER CAPITAL,D4,Seg 4-6,669
GREATER CAPITAL,D4,Seg 4-6,695
GREATER CAPITAL,D4,Seg 4-6,695
GREATER CAPITAL,F1,Seg 1-3,695
GREATER CAPITAL,F1,Seg 1-3,695
GREATER CAPITAL,F1,Seg 1-3,695
NORTH FLORIDA,D4,Seg 4-6,784
NORTH FLORIDA,F1,Seg 1-3,952
NORTH FLORIDA,F1,Seg 1-3,952
NORTH FLORIDA,F1,Seg 1-3,952
NORTH FLORIDA,D1,Seg 1-3,1096
NORTH FLORIDA,F1,Seg 1-3,1239
GREATER CAPITAL,D3,Seg 1-3,1317
NORTH FLORIDA,D3,Seg 1-3,1324
GREATER CAPITAL,D3,Seg 1-3,1418
GREATER CAPITAL,D3,Seg 1-3,1545
GREATER CAPITAL,D3,Seg 1-3,1588
GREATER CAPITAL,D3,Seg 1-3,1615
NORTH FLORIDA,D5,Seg 4-6,1627
NORTH FLORIDA,D5,Seg 4-6,1627
GREATER CAPITAL,F1,Seg 1-3,1634
NORTH FLORIDA,F1,Seg 1-3,1726
GREATER CAPITAL,A2,Seg 1-3,1745
GREATER CAPITAL,F1,Seg 1-3,1753
GREATER CAPITAL,A2,Seg 1-3,1754
GREATER CAPITAL,A2,Seg 1-3,1754
GREATER CAPITAL,D3,Seg 1-3,1754
GREATER CAPITAL,D1,Seg 1-3,1808
NORTH FLORIDA,D4,Seg 4-6,1830
NORTH FLORIDA,F1,Seg 1-3,1830
GREATER CAPITAL,A2,Seg 1-3,1896
NORTH FLORIDA,D4,Seg 4-6,1907
GREATER CAPITAL,D3,Seg 1-3,1990
NORTH FLORIDA,F1,Seg 1-3,2056
NORTH FLORIDA,D3,Seg 1-3,2104
NORTH FLORIDA,D3,Seg 1-3,2104
NORTH FLORIDA,D3,Seg 1-3,2104
NORTH FLORIDA,D3,Seg 1-3,2104
NORTH FLORIDA,D3,Seg 1-3,2104
GREATER CAPITAL,D3,Seg 1-3,2326
NORTH FLORIDA,D3,Seg 1-3,2329
GREATER CAPITAL,D3,Seg 1-3,2446
NORTH FLORIDA,D3,Seg 1-3,2594
GREATER CAPITAL,D2,Seg 1-3,2607
GREATER CAPITAL,D2,Seg 1-3,2607
GREATER CAPITAL,D2,Seg 1-3,2607
GREATER CAPITAL,D2,Seg 1-3,2607
GREATER CAPITAL,D2,Seg 1-3,2607
GREATER CAPITAL,D2,Seg 1-3,2607
GREATER CAPITAL,D2,Seg 1-3,2607
GREATER CAPITAL,D2,Seg 1-3,2607
GREATER CAPITAL,D4,Seg 4-6,2607
GREATER CAPITAL,D4,Seg 4-6,2607
NORTH FLORIDA,A2,Seg 1-3,2631
NORTH FLORIDA,A2,Seg 1-3,2850
NORTH FLORIDA,A2,Seg 1-3,2850
NORTH FLORIDA,A4,Seg 4-6,2850
NORTH FLORIDA,A4,Seg 4-6,2850
NORTH FLORIDA,D2,Seg 1-3,3050
GREATER CAPITAL,D3,Seg 1-3,3088
NORTH FLORIDA,F1,Seg 1-3,3541
NORTH FLORIDA,D3,Seg 1-3,3707
GREATER CAPITAL,F1,Seg 1-3,3729
NORTH FLORIDA,D4,Seg 4-6,3784
NORTH FLORIDA,A2,Seg 1-3,3826
GREATER CAPITAL,D3,Seg 1-3,4018
GREATER CAPITAL,C1,Seg 1-3,4693
GREATER CAPITAL,A1,Seg 1-3,5064
NORTH FLORIDA,D3,Seg 1-3,5117
GREATER CAPITAL,D4,Seg 4-6,5118
GREATER CAPITAL,C2,Seg 1-3,5129
GREATER CAPITAL,C2,Seg 1-3,5155
GREATER CAPITAL,D4,Seg 4-6,5213
GREATER CAPITAL,D4,Seg 4-6,5303
NORTH FLORIDA,A2,Seg 1-3,5348
GREATER CAPITAL,D3,Seg 1-3,5352
GREATER CAPITAL,D3,Seg 1-3,5371
NORTH FLORIDA,D2,Seg 1-3,5435
GREATER CAPITAL,D3,Seg 1-3,5609
GREATER CAPITAL,D1,Seg 1-3,5609
GREATER CAPITAL,D3,Seg 1-3,5661
NORTH FLORIDA,F1,Seg 1-3,5695
NORTH FLORIDA,D3,Seg 1-3,5711
GREATER CAPITAL,D4,Seg 4-6,5732
GREATER CAPITAL,D1,Seg 1-3,5840
NORTH FLORIDA,D5,Seg 4-6,5885
NORTH FLORIDA,D3,Seg 1-3,5886
GREATER CAPITAL,A4,Seg 4-6,5895
GREATER CAPITAL,D3,Seg 1-3,5895
NORTH FLORIDA,D1,Seg 1-3,5982
NORTH FLORIDA,A3,Seg 1-3,6000
GREATER CAPITAL,F1,Seg 1-3,6013
GREATER CAPITAL,F1,Seg 1-3,6045
NORTH FLORIDA,D3,Seg 1-3,6065
NORTH FLORIDA,D1,Seg 1-3,6151
NORTH FLORIDA,F1,Seg 1-3,6227
NORTH FLORIDA,D3,Seg 1-3,6235
GREATER CAPITAL,F1,Seg 1-3,6239
NORTH FLORIDA,D2,Seg 1-3,6333
NORTH FLORIDA,F1,Seg 1-3,6816
PACIFIC NORTHWEST,D1,Seg 1-3,6838
NORTH FLORIDA,D2,Seg 1-3,6899
PACIFIC NORTHWEST,D5,Seg 4-6,7086
GREATER CAPITAL,A2,Seg 1-3,7250
PACIFIC NORTHWEST,D3,Seg 1-3,7261
GREATER CAPITAL,D5,Seg 4-6,7392
NORTH FLORIDA,D3,Seg 1-3,7415
GREATER CAPITAL,D3,Seg 1-3,7428
GREATER CAPITAL,F1,Seg 1-3,7432
NORTH FLORIDA,D4,Seg 4-6,7491
NORTH FLORIDA,A1,Seg 1-3,7493
NORTH FLORIDA,D3,Seg 1-3,7493
GREATER CAPITAL,D3,Seg 1-3,7627
GREATER CAPITAL,F1,Seg 1-3,7779
NORTH FLORIDA,A3,Seg 1-3,7788
GREATER CAPITAL,D3,Seg 1-3,7881
NORTH FLORIDA,F1,Seg 1-3,7981
GREATER CAPITAL,D3,Seg 1-3,8024
GREATER CAPITAL,A2,Seg 1-3,8029
NORTH FLORIDA,A1,Seg 1-3,8033
GREATER CAPITAL,D4,Seg 4-6,8096
SOUTH FLORIDA,D2,Seg 1-3,8255
GREATER CAPITAL,D1,Seg 1-3,8359
PACIFIC NORTHWEST,A2,Seg 1-3,8388
NORTH FLORIDA,D2,Seg 1-3,8416
PACIFIC NORTHWEST,A1,Seg 1-3,8435
NORTH FLORIDA,D2,Seg 1-3,8479
NORTH FLORIDA,A4,Seg 4-6,8539
NORTH FLORIDA,A2,Seg 1-3,8541
NORTH FLORIDA,D3,Seg 1-3,8551
GREATER CAPITAL,D1,Seg 1-3,8558
NORTH FLORIDA,A2,Seg 1-3,8562
NORTH FLORIDA,D2,Seg 1-3,8592
NORTH FLORIDA,D3,Seg 1-3,8677
NORTH FLORIDA,D2,Seg 1-3,8757
NORTH FLORIDA,A2,Seg 1-3,9107
NORTH FLORIDA,D3,Seg 1-3,9406
GREATER CAPITAL,A5,Seg 4-6,9483
PACIFIC NORTHWEST,F1,Seg 1-3,9623
GREATER CAPITAL,D4,Seg 4-6,9723
GREATER PHILADELPHIA,D1,Seg 1-3,9866
GREATER PHILADELPHIA,D5,Seg 4-6,10051
GREATER PHILADELPHIA,D5,Seg 4-6,10051
GREATER PHILADELPHIA,D3,Seg 1-3,10079
GREATER PHILADELPHIA,F1,Seg 1-3,10106
GREATER PHILADELPHIA,A2,Seg 1-3,10125
GREATER PHILADELPHIA,A5,Seg 4-6,10156
GREATER CAPITAL,D4,Seg 4-6,10326
NORTH FLORIDA,A4,Seg 4-6,10333
NORTH FLORIDA,D2,Seg 1-3,10347
GREATER PHILADELPHIA,F1,Seg 1-3,10442
GREATER PHILADELPHIA,F1,Seg 1-3,10490
GREATER CAPITAL,A2,Seg 1-3,10575
NORTH FLORIDA,D3,Seg 1-3,10639
NORTH FLORIDA,D3,Seg 1-3,10679
NORTH FLORIDA,D3,Seg 1-3,10742
NORTH FLORIDA,D4,Seg 4-6,10748
GREATER PHILADELPHIA,D3,Seg 1-3,10940
NORTH FLORIDA,D4,Seg 4-6,11015
NORTH FLORIDA,D3,Seg 1-3,11097
GREATER PHILADELPHIA,D1,Seg 1-3,11154
GREATER PHILADELPHIA,D1,Seg 1-3,11154
GREATER PHILADELPHIA,D1,Seg 1-3,11154
GREATER PHILADELPHIA,C2,Seg 1-3,11240
GREATER PHILADELPHIA,D4,Seg 4-6,11240
GREATER PHILADELPHIA,D4,Seg 4-6,11240
GREATER PHILADELPHIA,F1,Seg 1-3,11304
GREATER PHILADELPHIA,D2,Seg 1-3,11557
GREATER PHILADELPHIA,D3,Seg 1-3,11557
GREATER PHILADELPHIA,D3,Seg 1-3,11557
GREATER PHILADELPHIA,D5,Seg 4-6,11557
GREATER PHILADELPHIA,F1,Seg 1-3,11557
GREATER PHILADELPHIA,F1,Seg 1-3,11557
GREATER PHILADELPHIA,F1,Seg 1-3,11557
GREATER PHILADELPHIA,D4,Seg 4-6,11557
GREATER PHILADELPHIA,D1,Seg 1-3,11557
NORTH FLORIDA,D3,Seg 1-3,11573
NORTH FLORIDA,F1,Seg 1-3,11573
NORTH FLORIDA,D4,Seg 4-6,11631
GREATER PHILADELPHIA,D4,Seg 4-6,11696
NORTH FLORIDA,A2,Seg 1-3,11785
GREATER PHILADELPHIA,A1,Seg 1-3,11881
GREATER PHILADELPHIA,A1,Seg 1-3,11906
PACIFIC NORTHWEST,D3,Seg 1-3,12110
PACIFIC NORTHWEST,D4,Seg 4-6,12110
GREATER PHILADELPHIA,F1,Seg 1-3,12147
GREATER PHILADELPHIA,D4,Seg 4-6,12147
GREATER PHILADELPHIA,D4,Seg 4-6,12147
GREATER PHILADELPHIA,F1,Seg 1-3,12147
GREATER PHILADELPHIA,F1,Seg 1-3,12147
GREATER PHILADELPHIA,D4,Seg 4-6,12355
NORTH FLORIDA,F1,Seg 1-3,12357
NORTH FLORIDA,D2,Seg 1-3,12547
NORTH FLORIDA,F1,Seg 1-3,12551
GREATER PHILADELPHIA,D3,Seg 1-3,12578
GREATER PHILADELPHIA,F1,Seg 1-3,12583
NORTH FLORIDA,D3,Seg 1-3,12628
GREATER PHILADELPHIA,A2,Seg 1-3,12923
NORTH FLORIDA,A2,Seg 1-3,13042
PACIFIC NORTHWEST,D4,Seg 4-6,13160
NORTH FLORIDA,D2,Seg 1-3,13695
GREATER PHILADELPHIA,D3,Seg 1-3,13704
NORTH FLORIDA,D3,Seg 1-3,13871
NORTH FLORIDA,F1,Seg 1-3,13871
PACIFIC NORTHWEST,F1,Seg 1-3,13942
GREATER PHILADELPHIA,A1,Seg 1-3,14509
GREATER PHILADELPHIA,A1,Seg 1-3,14509
GREATER PHILADELPHIA,A3,Seg 1-3,14509
GREATER PHILADELPHIA,A3,Seg 1-3,14509
GREATER PHILADELPHIA,A3,Seg 1-3,14509
GREATER PHILADELPHIA,A3,Seg 1-3,14509
GREATER PHILADELPHIA,D2,Seg 1-3,14509
GREATER PHILADELPHIA,D3,Seg 1-3,14509
NORTH FLORIDA,D3,Seg 1-3,14615
NORTH FLORIDA,A3,Seg 1-3,14774
GREATER PHILADELPHIA,D4,Seg 4-6,14868
GREATER PHILADELPHIA,D1,Seg 1-3,15040
NORTH FLORIDA,D2,Seg 1-3,15234
NORTH FLORIDA,D4,Seg 4-6,15297
GREATER PHILADELPHIA,D2,Seg 1-3,15517
GREATER PHILADELPHIA,A1,Seg 1-3,15698
NORTH FLORIDA,D4,Seg 4-6,15878
NORTH FLORIDA,D3,Seg 1-3,15987
NORTH FLORIDA,D4,Seg 4-6,16027
GREATER PHILADELPHIA,A4,Seg 4-6,16030
GREATER PHILADELPHIA,D4,Seg 4-6,16030
PACIFIC NORTHWEST,A3,Seg 1-3,16121
NORTH FLORIDA,D2,Seg 1-3,16331
NORTH FLORIDA,A4,Seg 4-6,16551
NORTH FLORIDA,A4,Seg 4-6,16551
NORTH FLORIDA,A2,Seg 1-3,16577
NORTH FLORIDA,F1,Seg 1-3,16609
GREATER PHILADELPHIA,D2,Seg 1-3,16625
GREATER PHILADELPHIA,D3,Seg 1-3,16625
GREATER PHILADELPHIA,D3,Seg 1-3,16625
PACIFIC NORTHWEST,A2,Seg 1-3,16777
PACIFIC NORTHWEST,A2,Seg 1-3,16777
NORTH FLORIDA,A1,Seg 1-3,16881
NORTH FLORIDA,A1,Seg 1-3,16881
NORTH FLORIDA,A2,Seg 1-3,16881
GREATER PHILADELPHIA,F1,Seg 1-3,17171
GREATER PHILADELPHIA,D3,Seg 1-3,17412
GREATER PHILADELPHIA,D3,Seg 1-3,17914
GREATER PHILADELPHIA,F1,Seg 1-3,17914
NORTH FLORIDA,D4,Seg 4-6,17945
GREATER PHILADELPHIA,D3,Seg 1-3,18047
GREATER PHILADELPHIA,D3,Seg 1-3,18053
NORTH FLORIDA,A3,Seg 1-3,18086
NORTH FLORIDA,A4,Seg 4-6,18086
NORTH FLORIDA,A4,Seg 4-6,18086
GREATER PHILADELPHIA,D1,Seg 1-3,18337
GREATER PHILADELPHIA,F1,Seg 1-3,18549
GREATER PHILADELPHIA,D3,Seg 1-3,18799
NORTH FLORIDA,A1,Seg 1-3,18934
GREATER PHILADELPHIA,D3,Seg 1-3,19236
GREATER PHILADELPHIA,D1,Seg 1-3,19292
GREATER PHILADELPHIA,D3,Seg 1-3,19292
NORTH FLORIDA,A2,Seg 1-3,19495
NORTH FLORIDA,A1,Seg 1-3,19695
SOUTH FLORIDA,D3,Seg 1-3,19821
SOUTH FLORIDA,D3,Seg 1-3,19821
SOUTH FLORIDA,D2,Seg 1-3,19925
GREATER PHILADELPHIA,D2,Seg 1-3,20007
SOUTH FLORIDA,A1,Seg 1-3,20138
GREATER PHILADELPHIA,A2,Seg 1-3,20233
SOUTH FLORIDA,D2,Seg 1-3,20434
GREATER PHILADELPHIA,F1,Seg 1-3,20500
GREATER PHILADELPHIA,F1,Seg 1-3,20500
GREATER PHILADELPHIA,F1,Seg 1-3,20504
GREATER PHILADELPHIA,D3,Seg 1-3,20569
SOUTH FLORIDA,D2,Seg 1-3,20725
PACIFIC NORTHWEST,D1,Seg 1-3,20782
GREATER PHILADELPHIA,D2,Seg 1-3,20841
SOUTH FLORIDA,A1,Seg 1-3,21047
GREATER PHILADELPHIA,D2,Seg 1-3,21134
GREATER PHILADELPHIA,D5,Seg 4-6,21134
SOUTH FLORIDA,F1,Seg 1-3,21201
SOUTH FLORIDA,D4,Seg 4-6,21242
GREATER PHILADELPHIA,D4,Seg 4-6,21295
CHICAGO WISCONSIN,D5,Seg 4-6,21320
CHICAGO WISCONSIN,D5,Seg 4-6,21320
GREATER PHILADELPHIA,D2,Seg 1-3,21608
SOUTH FLORIDA,A1,Seg 1-3,21686
GREATER PHILADELPHIA,D3,Seg 1-3,21790
SOUTH FLORIDA,A4,Seg 4-6,21874
SOUTH FLORIDA,D4,Seg 4-6,22021
SOUTH FLORIDA,D4,Seg 4-6,22021
GREATER PHILADELPHIA,C2,Seg 1-3,22158
GREATER PHILADELPHIA,D2,Seg 1-3,22309
GREATER PHILADELPHIA,D3,Seg 1-3,22347
SOUTH FLORIDA,A4,Seg 4-6,22534
GREATER PHILADELPHIA,C2,Seg 1-3,22674
PACIFIC NORTHWEST,D2,Seg 1-3,22750
SOUTH FLORIDA,A4,Seg 4-6,22912
SOUTH FLORIDA,D3,Seg 1-3,22995
SOUTH FLORIDA,D2,Seg 1-3,23014
SOUTH FLORIDA,A3,Seg 1-3,23203
GREATER PHILADELPHIA,D3,Seg 1-3,23246
GREATER PHILADELPHIA,D4,Seg 4-6,23527
GREATER PHILADELPHIA,D2,Seg 1-3,23681
GREATER PHILADELPHIA,F1,Seg 1-3,23722
GREATER PHILADELPHIA,D4,Seg 4-6,23722
GREATER PHILADELPHIA,F1,Seg 1-3,23722
SOUTH FLORIDA,D2,Seg 1-3,24101
SOUTH FLORIDA,F1,Seg 1-3,24101
SOUTH FLORIDA,F1,Seg 1-3,24101
SOUTH FLORIDA,F1,Seg 1-3,24101
SOUTH FLORIDA,F1,Seg 1-3,24101
GREATER PHILADELPHIA,D5,Seg 4-6,24182
PACIFIC NORTHWEST,D3,Seg 1-3,24264
SOUTH FLORIDA,F1,Seg 1-3,24321
SOUTH FLORIDA,D4,Seg 4-6,24442
SOUTH FLORIDA,A2,Seg 1-3,24474
GREATER PHILADELPHIA,D3,Seg 1-3,24486
SOUTH FLORIDA,F1,Seg 1-3,24551
SOUTH FLORIDA,D3,Seg 1-3,24603
GREATER CAPITAL,A1,Seg 1-3,25019
GREATER CAPITAL,D4,Seg 4-6,25019
GREATER CAPITAL,D1,Seg 1-3,25030
GREATER CAPITAL,A4,Seg 4-6,25035
SOUTH FLORIDA,A3,Seg 1-3,25059
SOUTH FLORIDA,D2,Seg 1-3,25117
GREATER CAPITAL,D4,Seg 4-6,25170
GREATER CAPITAL,D3,Seg 1-3,25181
SOUTH FLORIDA,D1,Seg 1-3,25284
GREATER CAPITAL,D4,Seg 4-6,25320
GREATER CAPITAL,A2,Seg 1-3,25429
PACIFIC NORTHWEST,A1,Seg 1-3,25467
GREATER CAPITAL,A1,Seg 1-3,25520
PACIFIC NORTHWEST,A1,Seg 1-3,25527
GREATER CAPITAL,D2,Seg 1-3,25680
GREATER CAPITAL,D2,Seg 1-3,25681
GREATER CAPITAL,D4,Seg 4-6,25715
GREATER CAPITAL,D4,Seg 4-6,25984
GREATER CAPITAL,D3,Seg 1-3,26031
GREATER CAPITAL,A2,Seg 1-3,26051
GREATER CAPITAL,A4,Seg 4-6,26474
GREATER CAPITAL,D4,Seg 4-6,26474
GREATER CAPITAL,D3,Seg 1-3,26562
GREATER CAPITAL,A1,Seg 1-3,27033
SOUTH FLORIDA,D2,Seg 1-3,27091
SOUTH FLORIDA,D2,Seg 1-3,27091
GREATER CAPITAL,F1,Seg 1-3,27102
GREATER CAPITAL,F1,Seg 1-3,27102
SOUTH FLORIDA,A2,Seg 1-3,27303
SOUTH FLORIDA,A2,Seg 1-3,27348
SOUTH FLORIDA,A4,Seg 4-6,27363
SOUTH FLORIDA,A1,Seg 1-3,27396
SOUTH FLORIDA,A1,Seg 1-3,27474
SOUTH FLORIDA,D3,Seg 1-3,27652
GREATER CAPITAL,D3,Seg 1-3,27867
GREATER CAPITAL,D3,Seg 1-3,27867
PACIFIC NORTHWEST,D2,Seg 1-3,28259
SOUTH FLORIDA,D3,Seg 1-3,28325
SOUTH FLORIDA,D3,Seg 1-3,28575
CHICAGO WISCONSIN,D4,Seg 4-6,28582
CHICAGO WISCONSIN,D4,Seg 4-6,28582
SOUTH FLORIDA,F1,Seg 1-3,28622
SOUTH FLORIDA,A2,Seg 1-3,28666
CHICAGO WISCONSIN,D3,Seg 1-3,29070
GREATER CAPITAL,F1,Seg 1-3,29074
GREATER CAPITAL,F1,Seg 1-3,29074
CHICAGO WISCONSIN,D4,Seg 4-6,29235
CHICAGO WISCONSIN,F1,Seg 1-3,29235
SOUTH FLORIDA,A2,Seg 1-3,29375
CHICAGO WISCONSIN,D4,Seg 4-6,29383
PACIFIC NORTHWEST,F1,Seg 1-3,29386
CHICAGO WISCONSIN,F1,Seg 1-3,29517
SOUTH FLORIDA,A1,Seg 1-3,29570
CHICAGO WISCONSIN,D1,Seg 1-3,29577
GREATER PHILADELPHIA,D3,Seg 1-3,29735
PACIFIC NORTHWEST,D3,Seg 1-3,29857
SOUTH FLORIDA,D4,Seg 4-6,29866
PACIFIC NORTHWEST,A2,Seg 1-3,29891
CHICAGO WISCONSIN,D4,Seg 4-6,29980
SOUTH FLORIDA,A1,Seg 1-3,30148
GREATER PHILADELPHIA,D2,Seg 1-3,30275
PACIFIC NORTHWEST,D4,Seg 4-6,30344
CHICAGO WISCONSIN,D4,Seg 4-6,30498
NORTH FLORIDA,D3,Seg 1-3,30596
NORTH FLORIDA,F1,Seg 1-3,30596
NORTH FLORIDA,F1,Seg 1-3,30596
NORTH FLORIDA,F1,Seg 1-3,30596
NORTH FLORIDA,D3,Seg 1-3,30642
NORTH FLORIDA,D4,Seg 4-6,30642
GREATER PHILADELPHIA,D3,Seg 1-3,30693
CHICAGO WISCONSIN,F1,Seg 1-3,30797
NORTH FLORIDA,D2,Seg 1-3,30804
GREATER PHILADELPHIA,D1,Seg 1-3,30992
NORTH FLORIDA,D4,Seg 4-6,31134
GREATER PHILADELPHIA,D3,Seg 1-3,31171
GREATER PHILADELPHIA,D4,Seg 4-6,31407
GREATER PHILADELPHIA,D1,Seg 1-3,31409
CHICAGO WISCONSIN,C2,Seg 1-3,31458
GREATER PHILADELPHIA,D4,Seg 4-6,31636
GREATER PHILADELPHIA,D4,Seg 4-6,31636
CHICAGO WISCONSIN,D1,Seg 1-3,31720
CHICAGO WISCONSIN,F1,Seg 1-3,31773
GREATER PHILADELPHIA,F1,Seg 1-3,31791
NORTH FLORIDA,D2,Seg 1-3,31985
NORTH FLORIDA,D4,Seg 4-6,31985
NORTH FLORIDA,F1,Seg 1-3,31985
GREATER PHILADELPHIA,D1,Seg 1-3,31996
NORTH FLORIDA,F1,Seg 1-3,32042
NORTH FLORIDA,A1,Seg 1-3,32103
GREATER PHILADELPHIA,A2,Seg 1-3,32118
CHICAGO WISCONSIN,F1,Seg 1-3,32189
CHICAGO WISCONSIN,F1,Seg 1-3,32189
CHICAGO WISCONSIN,C1,Seg 1-3,32189
CHICAGO WISCONSIN,D3,Seg 1-3,32189
CHICAGO WISCONSIN,D4,Seg 4-6,32189
GREATER PHILADELPHIA,D1,Seg 1-3,32213
NORTH FLORIDA,D2,Seg 1-3,32245
CHICAGO WISCONSIN,D1,Seg 1-3,32398
PACIFIC NORTHWEST,C2,Seg 1-3,32401
NORTH FLORIDA,A4,Seg 4-6,32413
NORTH FLORIDA,A2,Seg 1-3,32486
NORTH FLORIDA,D3,Seg 1-3,32617
NORTH FLORIDA,D3,Seg 1-3,32716
PACIFIC NORTHWEST,D1,Seg 1-3,32722
CHICAGO WISCONSIN,A7,Seg 4-6,32767
NORTH FLORIDA,D4,Seg 4-6,32918
CHICAGO WISCONSIN,F1,Seg 1-3,32950
CHICAGO WISCONSIN,F1,Seg 1-3,32950
CHICAGO WISCONSIN,F1,Seg 1-3,32950
NORTH FLORIDA,F1,Seg 1-3,32977
GREATER PHILADELPHIA,A2,Seg 1-3,32992
GREATER PHILADELPHIA,A2,Seg 1-3,33056
CHICAGO WISCONSIN,C2,Seg 1-3,33069
GREATER PHILADELPHIA,D4,Seg 4-6,33434
NORTH FLORIDA,F1,Seg 1-3,33488
PACIFIC NORTHWEST,F1,Seg 1-3,33490
NORTH FLORIDA,D4,Seg 4-6,33545
PACIFIC NORTHWEST,D4,Seg 4-6,33628
GREATER PHILADELPHIA,F1,Seg 1-3,33633
SOUTH FLORIDA,A1,Seg 1-3,34157
SOUTH FLORIDA,F1,Seg 1-3,34157
SOUTH FLORIDA,D3,Seg 1-3,34193
SOUTH FLORIDA,A2,Seg 1-3,34330
PACIFIC NORTHWEST,D3,Seg 1-3,34331
PACIFIC NORTHWEST,D1,Seg 1-3,34664
NORTH FLORIDA,D3,Seg 1-3,34745
CHICAGO WISCONSIN,F1,Seg 1-3,34754
GREATER PHILADELPHIA,D4,Seg 4-6,34977
GREATER PHILADELPHIA,D5,Seg 4-6,34977
CHICAGO WISCONSIN,D3,Seg 1-3,34982
CHICAGO WISCONSIN,F1,Seg 1-3,34982
SOUTH FLORIDA,A2,Seg 1-3,35052
SOUTH FLORIDA,C1,Seg 1-3,35128
GREATER PHILADELPHIA,D4,Seg 4-6,35148
GREATER PHILADELPHIA,D4,Seg 4-6,35148
GREATER PHILADELPHIA,D3,Seg 1-3,35157
CHICAGO WISCONSIN,F1,Seg 1-3,35186
CHICAGO WISCONSIN,F1,Seg 1-3,35222
CHICAGO WISCONSIN,F1,Seg 1-3,35222
CHICAGO WISCONSIN,F1,Seg 1-3,35222
GREATER PHILADELPHIA,D1,Seg 1-3,35245
GREATER PHILADELPHIA,D3,Seg 1-3,35286
GREATER PHILADELPHIA,D3,Seg 1-3,35286
GREATER PHILADELPHIA,D4,Seg 4-6,35286
CHICAGO WISCONSIN,D2,Seg 1-3,35309
CHICAGO WISCONSIN,D3,Seg 1-3,35320
CHICAGO WISCONSIN,F1,Seg 1-3,35320
CHICAGO WISCONSIN,F1,Seg 1-3,35320
PACIFIC NORTHWEST,F1,Seg 1-3,35351
CHICAGO WISCONSIN,F1,Seg 1-3,35354
GREATER PHILADELPHIA,D1,Seg 1-3,35363
PACIFIC NORTHWEST,D4,Seg 4-6,35367
GREATER PHILADELPHIA,D4,Seg 4-6,35502
SOUTH FLORIDA,D4,Seg 4-6,35506
SOUTH FLORIDA,D2,Seg 1-3,35508
SOUTH FLORIDA,D4,Seg 4-6,35508
SOUTH FLORIDA,D5,Seg 4-6,35508
SOUTH FLORIDA,D1,Seg 1-3,35553
SOUTH FLORIDA,F1,Seg 1-3,35818
SOUTH FLORIDA,A2,Seg 1-3,35826
CHICAGO WISCONSIN,D2,Seg 1-3,35835
CHICAGO WISCONSIN,F1,Seg 1-3,35836
SOUTH FLORIDA,D3,Seg 1-3,35868
SOUTH FLORIDA,D3,Seg 1-3,35997
CHICAGO WISCONSIN,D4,Seg 4-6,36081
PACIFIC NORTHWEST,D4,Seg 4-6,36113
GREATER PHILADELPHIA,D3,Seg 1-3,36218
CHICAGO WISCONSIN,D4,Seg 4-6,36234
CHICAGO WISCONSIN,D4,Seg 4-6,36234
GREATER PHILADELPHIA,D3,Seg 1-3,36344
CHICAGO WISCONSIN,D3,Seg 1-3,36360
CHICAGO WISCONSIN,D2,Seg 1-3,36400
SOUTH FLORIDA,A2,Seg 1-3,36430
CHICAGO WISCONSIN,F1,Seg 1-3,36433
CHICAGO WISCONSIN,F1,Seg 1-3,36452
CHICAGO WISCONSIN,F1,Seg 1-3,36452
CHICAGO WISCONSIN,F1,Seg 1-3,36452
CHICAGO WISCONSIN,F1,Seg 1-3,36452
CHICAGO WISCONSIN,F1,Seg 1-3,36460
GREATER PHILADELPHIA,D4,Seg 4-6,36471
GREATER PHILADELPHIA,D4,Seg 4-6,36516
CHICAGO WISCONSIN,C2,Seg 1-3,36584
SOUTH FLORIDA,D3,Seg 1-3,36624
PACIFIC NORTHWEST,A4,Seg 4-6,36639
GREATER PHILADELPHIA,F1,Seg 1-3,36643
GREATER PHILADELPHIA,F1,Seg 1-3,36643
GREATER PHILADELPHIA,F1,Seg 1-3,36643
GREATER PHILADELPHIA,D1,Seg 1-3,36643
GREATER PHILADELPHIA,D1,Seg 1-3,36643
SOUTH FLORIDA,F1,Seg 1-3,36839
CHICAGO WISCONSIN,D4,Seg 4-6,36882
GREATER PHILADELPHIA,D1,Seg 1-3,36957
CHICAGO WISCONSIN,F1,Seg 1-3,37028
SOUTH FLORIDA,D2,Seg 1-3,37063
GREATER PHILADELPHIA,D1,Seg 1-3,37096
SOUTH FLORIDA,D1,Seg 1-3,37197
SOUTH FLORIDA,D3,Seg 1-3,37210
PACIFIC NORTHWEST,A1,Seg 1-3,37277
GREATER PHILADELPHIA,D1,Seg 1-3,37595
GREATER PHILADELPHIA,D3,Seg 1-3,37595
CHICAGO WISCONSIN,D4,Seg 4-6,37715
CHICAGO WISCONSIN,D3,Seg 1-3,37758
PACIFIC NORTHWEST,D4,Seg 4-6,37761
CHICAGO WISCONSIN,F1,Seg 1-3,37858
PACIFIC NORTHWEST,A1,Seg 1-3,37904
PACIFIC NORTHWEST,F1,Seg 1-3,37904
GREATER PHILADELPHIA,A4,Seg 4-6,38071
