MARKET_PLACE,Product_code,Segment,Customer_Site_ID
NEW YORK,F1,Seg 1-3,971922
GREATER CAPITAL,A1,Seg 1-3,972387
GREATER CAPITAL,D2,Seg 1-3,972420
GREATER CAPITAL,D3,Seg 1-3,972423
GREATER CAPITAL,D3,Seg 1-3,972423
CHICAGO WISCONSIN,F1,Seg 1-3,972463
BAY AREA,D4,Seg 4-6,972805
BAY AREA,D4,Seg 4-6,972805
BAY AREA,D4,Seg 4-6,972805
BAY AREA,D4,Seg 4-6,972805
BAY AREA,D4,Seg 4-6,972805
GREATER PHILADELPHIA,A2,Seg 1-3,972898
GREATER CAPITAL,A4,Seg 4-6,972942
GREATER CAPITAL,D2,Seg 1-3,973022
GREATER CAPITAL,A1,Seg 1-3,973035
GREATER CAPITAL,D3,Seg 1-3,973052
MINNESOTA IOWA,D3,Seg 1-3,973089
GREATER CAPITAL,D2,Seg 1-3,973138
PACIFIC NORTHWEST,D4,Seg 4-6,973489
INDIANA KENTUCKY,F1,Seg 1-3,973695
GREATER CAPITAL,D2,Seg 1-3,973776
ROCKY MOUNTAIN,F1,Seg 1-3,974322
ROCKY MOUNTAIN,D4,Seg 4-6,974327
PACIFIC NORTHWEST,A2,Seg 1-3,974515
NORTH CENTRAL CALIFORNIA,D3,Seg 1-3,974748
NORTH CENTRAL CALIFORNIA,D4,Seg 4-6,974748
NORTH CENTRAL CALIFORNIA,D4,Seg 4-6,974748
NORTH CENTRAL CALIFORNIA,D4,Seg 4-6,974748
NEW YORK,D2,Seg 1-3,975203
OHIO VALLEY,F1,Seg 1-3,975620
